packet_rate,byte_rate,syn_count,ack_count,unique_source_ips,error_rate,avg_packet_size,connection_duration,label
1747.2051712803293,523938.2455218205,800.6315445477011,66.10504240801778,299.6280334912106,0.13029408451004132,241.53630939879534,13.580272258497903,1
2364.5003203935385,801173.7191374195,935.1969628707908,46.36652158731859,61.79105777440367,0.10898528488373657,167.6481080971908,12.577661425186795,1
200.69926109326462,55831.08135657743,23.420034574210213,278.76784146771274,14.137390070080079,0.010114245153613128,511.5812682922093,69.56802811117274,0
2166.391702357894,1156267.7219412397,943.4000869431198,24.609324054955994,432.77848811331125,0.07220756565888993,303.01934263120353,13.010777190450415,1
2718.0417862947324,810014.6182209328,573.2700296958749,50.05231250173398,477.6950842838193,0.12762536501214425,252.98283251795374,2.548567050440507,1
126.45968527486711,54119.71582126754,18.25031963285822,182.83978861699794,13.070806126941893,0.017360561337383746,484.3208209304245,124.01337159348465,0
2096.7633580059464,955752.2006373992,852.2023025996201,0.0,478.0830548761419,0.02,136.10582918258692,3.521135605963903,1
1568.7997916875372,875178.6834362184,905.6640646557753,28.59942656895504,220.8759181741948,0.16586712326221872,227.46534992656217,5.09416914291713,1
2474.7497159435275,1008379.8958798061,479.24556894866004,74.86386140482043,456.38593138512664,0.20849418072877246,87.78528528835511,12.960675406115666,1
272.2562978463267,31536.629888795196,34.21075938069784,254.1145989975429,17.30371005059232,0.009144273202113747,465.784766449958,89.91161073427776,0
2241.816159652944,942138.435112181,829.1997517128307,80.47160560937729,395.2583584634921,0.20796078512806104,232.14898125738415,10.747399652351694,1
211.8867801166139,58045.70301584837,37.06767640418973,206.72791374230525,17.50232262492559,0.007857554566290897,662.9198014808891,105.19283957519718,0
274.2459393366926,43557.91749613552,2.2505695542127313,162.10145447174074,16.01583238370519,0.0,385.62842220257113,101.11921546871937,0
1845.0061071366556,932024.0576101312,1044.4752525332256,32.53552980926979,315.45032491277726,0.21438364177128966,189.58660318426126,9.451302012579834,1
1828.1070660210112,918267.2825438564,832.9647261411948,35.05760517505054,385.8027244149099,0.21406264167141908,201.6072553152379,12.362596507334306,1
1996.3518189894899,735457.2917277585,1068.0774666053437,20.110808261720983,288.62567628921846,0.2737755561647762,199.5103482174515,9.169397120852638,1
214.29130698012713,64736.11392253096,33.723423428665185,104.56953557715488,11.4379756332392,0.0,474.34744426573997,186.93735925083607,0
2173.8831475081593,873167.6968628322,817.9976938217666,82.28336800154075,293.4302611359556,0.12897767812962713,247.23737639474336,11.828047317167963,1
2796.2759177584157,865085.6229589407,1085.2156244425364,88.98478840161468,386.3648001264604,0.08112464685692777,132.88684287873485,9.008577059724589,1
1903.7167816749097,763411.5863528079,912.8097730487142,81.95394117906335,213.88248853408223,0.14476712339567013,172.50596115084127,19.290888084691048,1
138.25934565442606,57903.93476966172,0.0,183.90373043407254,24.46084415199803,0.0,500.05302075330997,78.49253249317209,0
2074.6192223415915,773250.866480602,770.5027220015584,75.17692822364697,87.05810933615788,0.1021576513188507,111.91949291925185,8.420291654190988,1
181.77808738677695,52342.983603768975,23.75257478166736,195.54206725116862,17.538308844443588,0.024915665164487663,457.9155153994726,200.7244222702313,0
2110.2291595850184,827457.4401225703,646.3170797021935,24.693617982814782,270.7041749368715,0.16952632494835077,103.62377643336927,6.660789714413182,1
2289.295832876912,976129.9018466226,774.5568418280254,15.576892527448365,310.0270699039255,0.07647722378092107,237.38210148041182,13.906843547461854,1
206.5742908402726,44707.27693300107,22.76819729330821,167.8275932204083,10.928562234633588,0.013760953675539912,648.9638090790625,100.69050222706628,0
1290.1392252651044,780976.6256520569,457.30531162954,55.07705947974031,377.0117392013053,0.19087139136178335,77.48125627376042,20.71393553100969,1
2099.2478236713187,841759.7698809232,793.5603737194785,102.2043131252431,50.0,0.18751861201404119,248.26772675023756,13.969607895032237,1
2562.8506102867937,933207.6403719904,792.4008793824668,27.817882398964603,173.6411437999074,0.0811418791695642,194.54530016593233,9.866866240222988,1
1903.5947024858158,686258.539561549,880.7258345595808,64.41415281577305,303.7136015376966,0.1312336687321124,167.07095503105225,4.638401427405212,1
1845.686776031694,821215.5978828727,735.9924490916578,0.25193710868006747,404.50425432614543,0.11666016214393213,170.93146155388513,14.777225429921536,1
256.6840239378351,47117.14541872681,24.464610212451873,214.74327750935652,15.291321936257436,0.011944058769405684,547.9618323646939,145.37598364645348,0
1554.5451377395977,959965.0381796487,854.5946488248514,79.90451060069671,218.0923672136884,0.14103756785719082,232.78971914073873,10.714426001512257,1
138.60000595887513,45580.899829203096,15.724455186704798,194.00849991434106,16.119463535340287,0.004294172981463495,432.82111000225245,183.7823803135332,0
276.58894453005263,30391.544015304673,19.504096921180608,110.9746069942147,4.38062540055822,0.004710749408542559,463.9991642690089,93.49401799760886,0
1800.3882979956568,680434.3348802745,780.5939515289558,0.0,350.5931127647303,0.2024911905766239,232.5520617359927,14.905140490697974,1
192.274716037505,59711.39006822911,12.287698337653612,242.41403719497833,9.047138319433449,0.019040649493002597,470.6133102526412,122.28639344007308,0
96.35082820043542,67982.87700923062,50.595312289968234,154.8636888521254,17.65792992871374,0.01755821504188372,413.0282637675096,74.16900656401938,0
244.89077042052742,56062.91156108708,9.802398146185364,151.7449799153683,5.342319468133168,0.014144233294786382,489.40182000112134,111.38292562230112,0
150.01438856653093,53350.42367537413,19.91720116070413,221.77967576202275,27.69241614713976,0.024442503964023796,548.5211947645296,155.09823288614564,0
126.1571091577134,50534.57912617474,9.54737218601526,174.0265905171401,15.702704974590201,0.027215769172969147,622.5756448723621,164.1112898931029,0
2237.2558122175883,679945.3158362175,537.7409529912961,113.15825290581994,326.791912435015,0.13298661645491694,365.8034291760641,17.49739973991239,1
217.0395704001053,42656.12242608699,13.551396933626704,92.54374239931397,11.134024415785616,0.006461699624325868,642.7049458239209,186.43852216243334,0
